Timestamp: 12:34   , Event Type: Purchase   , User ID: 882
Timestamp: 12:51   , Event Type: Logout   , User ID: 798
Timestamp: 11:13   , Event Type: ViewPage   , User ID: 120
Timestamp: 9:54   , Event Type: Purchase   , User ID: 750
Timestamp: 20:31   , Event Type: ViewPage   , User ID: 803
Timestamp: 18:19   , Event Type: ViewPage   , User ID: 91
Timestamp: 4:37   , Event Type: ViewPage   , User ID: 986
Timestamp: 5:32   , Event Type: Login   , User ID: 623
Timestamp: 0:42   , Event Type: ViewPage   , User ID: 733
Timestamp: 23:17   , Event Type: Purchase   , User ID: 710
Timestamp: 0:29   , Event Type: Error   , User ID: 636
Timestamp: 18:31   , Event Type: ViewPage   , User ID: 222
Timestamp: 5:26   , Event Type: ViewPage   , User ID: 163
Timestamp: 15:0   , Event Type: ViewPage   , User ID: 398
Timestamp: 19:56   , Event Type: Purchase   , User ID: 422
Timestamp: 13:31   , Event Type: Error   , User ID: 544
Timestamp: 16:29   , Event Type: Purchase   , User ID: 555
Timestamp: 8:39   , Event Type: ViewPage   , User ID: 672
Timestamp: 19:39   , Event Type: ViewPage   , User ID: 316
Timestamp: 1:56   , Event Type: Error   , User ID: 684
Timestamp: 5:55   , Event Type: Logout   , User ID: 972
Timestamp: 4:42   , Event Type: Logout   , User ID: 996
Timestamp: 19:57   , Event Type: Purchase   , User ID: 375
Timestamp: 21:16   , Event Type: Error   , User ID: 969
Timestamp: 9:33   , Event Type: Purchase   , User ID: 628
Timestamp: 18:55   , Event Type: Error   , User ID: 999
Timestamp: 0:22   , Event Type: ViewPage   , User ID: 964
Timestamp: 11:53   , Event Type: Logout   , User ID: 156
Timestamp: 16:54   , Event Type: Login   , User ID: 418
Timestamp: 5:42   , Event Type: Logout   , User ID: 864
Timestamp: 22:23   , Event Type: Logout   , User ID: 330
Timestamp: 18:50   , Event Type: Error   , User ID: 789
Timestamp: 23:53   , Event Type: Purchase   , User ID: 931
Timestamp: 17:26   , Event Type: Purchase   , User ID: 455
Timestamp: 10:50   , Event Type: ViewPage   , User ID: 391
Timestamp: 4:58   , Event Type: Error   , User ID: 618
Timestamp: 2:28   , Event Type: ViewPage   , User ID: 328
Timestamp: 13:34   , Event Type: Error   , User ID: 56
Timestamp: 1:39   , Event Type: Error   , User ID: 178
Timestamp: 23:54   , Event Type: Logout   , User ID: 322
Timestamp: 14:58   , Event Type: ViewPage   , User ID: 621
Timestamp: 19:24   , Event Type: Error   , User ID: 92
Timestamp: 15:44   , Event Type: ViewPage   , User ID: 594
Timestamp: 7:39   , Event Type: Error   , User ID: 419
Timestamp: 15:24   , Event Type: Error   , User ID: 371
Timestamp: 0:38   , Event Type: Error   , User ID: 608
Timestamp: 9:47   , Event Type: Logout   , User ID: 669
Timestamp: 17:29   , Event Type: Logout   , User ID: 435
Timestamp: 2:10   , Event Type: Purchase   , User ID: 542
Timestamp: 9:40   , Event Type: Purchase   , User ID: 586
Timestamp: 10:3   , Event Type: Logout   , User ID: 105
Timestamp: 9:39   , Event Type: Login   , User ID: 866
Timestamp: 19:7   , Event Type: Logout   , User ID: 822
Timestamp: 19:0   , Event Type: Login   , User ID: 914
Timestamp: 0:58   , Event Type: Login   , User ID: 940
Timestamp: 11:45   , Event Type: Error   , User ID: 109
Timestamp: 23:12   , Event Type: Error   , User ID: 474
Timestamp: 1:32   , Event Type: ViewPage   , User ID: 566
Timestamp: 15:51   , Event Type: ViewPage   , User ID: 231
Timestamp: 21:44   , Event Type: ViewPage   , User ID: 979
Timestamp: 2:56   , Event Type: Login   , User ID: 95
Timestamp: 1:51   , Event Type: Purchase   , User ID: 251
Timestamp: 4:33   , Event Type: Purchase   , User ID: 46
Timestamp: 2:39   , Event Type: Logout   , User ID: 490
Timestamp: 17:5   , Event Type: Error   , User ID: 220
Timestamp: 7:15   , Event Type: Logout   , User ID: 378
Timestamp: 10:53   , Event Type: Purchase   , User ID: 769
Timestamp: 16:52   , Event Type: ViewPage   , User ID: 185
Timestamp: 16:51   , Event Type: ViewPage   , User ID: 479
Timestamp: 15:51   , Event Type: Error   , User ID: 464
Timestamp: 23:31   , Event Type: Error   , User ID: 429
Timestamp: 10:35   , Event Type: Purchase   , User ID: 624
Timestamp: 20:8   , Event Type: Login   , User ID: 176
Timestamp: 14:48   , Event Type: ViewPage   , User ID: 444
Timestamp: 23:13   , Event Type: Login   , User ID: 250
Timestamp: 21:17   , Event Type: Logout   , User ID: 251
Timestamp: 1:9   , Event Type: Logout   , User ID: 245
Timestamp: 9:47   , Event Type: Purchase   , User ID: 572
Timestamp: 23:1   , Event Type: Error   , User ID: 798
Timestamp: 14:13   , Event Type: Purchase   , User ID: 561
Timestamp: 12:22   , Event Type: Purchase   , User ID: 164
Timestamp: 11:57   , Event Type: Login   , User ID: 511
Timestamp: 2:41   , Event Type: Login   , User ID: 775
Timestamp: 1:53   , Event Type: Error   , User ID: 74
Timestamp: 10:9   , Event Type: Login   , User ID: 651
Timestamp: 10:57   , Event Type: ViewPage   , User ID: 883
Timestamp: 22:38   , Event Type: Error   , User ID: 213
Timestamp: 19:8   , Event Type: Error   , User ID: 19
Timestamp: 14:13   , Event Type: Purchase   , User ID: 90
Timestamp: 10:8   , Event Type: Logout   , User ID: 271
Timestamp: 15:24   , Event Type: Login   , User ID: 860
Timestamp: 7:21   , Event Type: Error   , User ID: 907
Timestamp: 13:56   , Event Type: Logout   , User ID: 782
Timestamp: 7:11   , Event Type: Logout   , User ID: 801
Timestamp: 2:54   , Event Type: Logout   , User ID: 309
Timestamp: 12:58   , Event Type: Login   , User ID: 305
Timestamp: 20:28   , Event Type: Logout   , User ID: 935
Timestamp: 5:55   , Event Type: Error   , User ID: 920
Timestamp: 18:51   , Event Type: Login   , User ID: 37
Timestamp: 4:17   , Event Type: Error   , User ID: 499
Timestamp: 23:25   , Event Type: Logout   , User ID: 778
Timestamp: 11:10   , Event Type: Purchase   , User ID: 730
Timestamp: 5:18   , Event Type: Login   , User ID: 627
Timestamp: 5:26   , Event Type: Logout   , User ID: 87
Timestamp: 19:28   , Event Type: Error   , User ID: 102
Timestamp: 19:20   , Event Type: ViewPage   , User ID: 686
Timestamp: 15:20   , Event Type: Error   , User ID: 469
Timestamp: 12:54   , Event Type: Login   , User ID: 357
Timestamp: 12:48   , Event Type: Logout   , User ID: 882
Timestamp: 10:2   , Event Type: Purchase   , User ID: 955
Timestamp: 21:21   , Event Type: ViewPage   , User ID: 314
Timestamp: 3:55   , Event Type: Purchase   , User ID: 898
Timestamp: 15:0   , Event Type: Logout   , User ID: 668
Timestamp: 6:56   , Event Type: Logout   , User ID: 822
Timestamp: 3:34   , Event Type: Error   , User ID: 97
Timestamp: 2:49   , Event Type: Logout   , User ID: 69
Timestamp: 1:30   , Event Type: Login   , User ID: 59
Timestamp: 10:55   , Event Type: ViewPage   , User ID: 38
Timestamp: 13:39   , Event Type: Error   , User ID: 287
Timestamp: 2:55   , Event Type: Error   , User ID: 308
Timestamp: 13:21   , Event Type: Error   , User ID: 477
Timestamp: 18:11   , Event Type: Logout   , User ID: 322
Timestamp: 16:22   , Event Type: ViewPage   , User ID: 76
Timestamp: 18:1   , Event Type: Purchase   , User ID: 79
Timestamp: 16:42   , Event Type: Logout   , User ID: 368
Timestamp: 20:49   , Event Type: Purchase   , User ID: 313
Timestamp: 8:49   , Event Type: ViewPage   , User ID: 878
Timestamp: 5:40   , Event Type: Error   , User ID: 659
Timestamp: 23:18   , Event Type: Error   , User ID: 836
Timestamp: 20:49   , Event Type: ViewPage   , User ID: 184
Timestamp: 11:23   , Event Type: Login   , User ID: 635
Timestamp: 9:41   , Event Type: Error   , User ID: 943
Timestamp: 14:29   , Event Type: Error   , User ID: 742
Timestamp: 22:36   , Event Type: Logout   , User ID: 887
Timestamp: 12:43   , Event Type: Error   , User ID: 234
Timestamp: 9:39   , Event Type: Logout   , User ID: 106
Timestamp: 2:55   , Event Type: Purchase   , User ID: 6
Timestamp: 8:26   , Event Type: Error   , User ID: 611
Timestamp: 16:10   , Event Type: Purchase   , User ID: 170
Timestamp: 3:41   , Event Type: Error   , User ID: 689
Timestamp: 0:30   , Event Type: Error   , User ID: 449
Timestamp: 12:48   , Event Type: Error   , User ID: 276
Timestamp: 4:12   , Event Type: Logout   , User ID: 336
Timestamp: 9:0   , Event Type: Purchase   , User ID: 757
Timestamp: 3:17   , Event Type: ViewPage   , User ID: 399
Timestamp: 1:37   , Event Type: Error   , User ID: 407
Timestamp: 11:42   , Event Type: Login   , User ID: 460
Timestamp: 19:48   , Event Type: Purchase   , User ID: 474
Timestamp: 16:50   , Event Type: Login   , User ID: 381
Timestamp: 18:49   , Event Type: Purchase   , User ID: 428
Timestamp: 12:8   , Event Type: Purchase   , User ID: 156
Timestamp: 2:15   , Event Type: ViewPage   , User ID: 184
Timestamp: 12:43   , Event Type: ViewPage   , User ID: 274
Timestamp: 19:56   , Event Type: ViewPage   , User ID: 505
Timestamp: 1:31   , Event Type: ViewPage   , User ID: 887
Timestamp: 21:20   , Event Type: Login   , User ID: 637
Timestamp: 3:39   , Event Type: Purchase   , User ID: 493
Timestamp: 10:10   , Event Type: Error   , User ID: 259
Timestamp: 7:11   , Event Type: Logout   , User ID: 394
Timestamp: 0:56   , Event Type: Purchase   , User ID: 895
Timestamp: 18:10   , Event Type: ViewPage   , User ID: 276
Timestamp: 19:38   , Event Type: Purchase   , User ID: 435
Timestamp: 4:58   , Event Type: Logout   , User ID: 244
Timestamp: 22:7   , Event Type: ViewPage   , User ID: 645
Timestamp: 6:24   , Event Type: Login   , User ID: 830
Timestamp: 11:33   , Event Type: Purchase   , User ID: 878
Timestamp: 11:38   , Event Type: Purchase   , User ID: 525
Timestamp: 6:39   , Event Type: ViewPage   , User ID: 198
Timestamp: 2:49   , Event Type: Logout   , User ID: 280
Timestamp: 21:22   , Event Type: Logout   , User ID: 51
Timestamp: 17:38   , Event Type: Login   , User ID: 730
Timestamp: 10:27   , Event Type: Logout   , User ID: 792
Timestamp: 11:50   , Event Type: Login   , User ID: 419
Timestamp: 23:36   , Event Type: Logout   , User ID: 728
Timestamp: 19:13   , Event Type: Logout   , User ID: 833
Timestamp: 16:40   , Event Type: Logout   , User ID: 546
Timestamp: 22:4   , Event Type: Error   , User ID: 84
Timestamp: 4:57   , Event Type: Purchase   , User ID: 611
Timestamp: 13:0   , Event Type: ViewPage   , User ID: 171
Timestamp: 12:58   , Event Type: Logout   , User ID: 834
Timestamp: 0:24   , Event Type: ViewPage   , User ID: 681
Timestamp: 18:56   , Event Type: Purchase   , User ID: 421
Timestamp: 3:47   , Event Type: ViewPage   , User ID: 236
Timestamp: 11:35   , Event Type: Logout   , User ID: 918
Timestamp: 4:36   , Event Type: Purchase   , User ID: 346
Timestamp: 21:0   , Event Type: Purchase   , User ID: 993
Timestamp: 2:39   , Event Type: ViewPage   , User ID: 611
Timestamp: 9:17   , Event Type: ViewPage   , User ID: 733
Timestamp: 15:31   , Event Type: ViewPage   , User ID: 652
Timestamp: 9:18   , Event Type: ViewPage   , User ID: 729
Timestamp: 15:12   , Event Type: Purchase   , User ID: 904
Timestamp: 18:31   , Event Type: Purchase   , User ID: 926
Timestamp: 15:4   , Event Type: Error   , User ID: 726
Timestamp: 3:29   , Event Type: Login   , User ID: 856
Timestamp: 14:56   , Event Type: Purchase   , User ID: 664
Timestamp: 12:52   , Event Type: Logout   , User ID: 182
Timestamp: 22:9   , Event Type: ViewPage   , User ID: 551
Timestamp: 16:40   , Event Type: ViewPage   , User ID: 24
Timestamp: 3:1   , Event Type: Logout   , User ID: 570
Timestamp: 2:50   , Event Type: Purchase   , User ID: 774
Timestamp: 10:57   , Event Type: Login   , User ID: 37
Timestamp: 3:37   , Event Type: Login   , User ID: 229
Timestamp: 19:53   , Event Type: ViewPage   , User ID: 100
Timestamp: 18:39   , Event Type: Purchase   , User ID: 394
Timestamp: 16:13   , Event Type: Error   , User ID: 743
Timestamp: 10:19   , Event Type: Logout   , User ID: 230
Timestamp: 11:13   , Event Type: Login   , User ID: 797
Timestamp: 23:26   , Event Type: Purchase   , User ID: 530
Timestamp: 11:38   , Event Type: Login   , User ID: 363
Timestamp: 0:4   , Event Type: Logout   , User ID: 754
Timestamp: 23:37   , Event Type: Login   , User ID: 211
Timestamp: 6:6   , Event Type: Login   , User ID: 724
Timestamp: 8:0   , Event Type: Login   , User ID: 224
Timestamp: 11:3   , Event Type: Logout   , User ID: 815
Timestamp: 11:28   , Event Type: Login   , User ID: 710
Timestamp: 4:40   , Event Type: Error   , User ID: 846
Timestamp: 21:3   , Event Type: Logout   , User ID: 68
Timestamp: 7:54   , Event Type: Purchase   , User ID: 117
Timestamp: 4:45   , Event Type: Logout   , User ID: 523
Timestamp: 13:52   , Event Type: Logout   , User ID: 288
Timestamp: 20:45   , Event Type: Purchase   , User ID: 853
Timestamp: 0:43   , Event Type: Logout   , User ID: 944
Timestamp: 7:11   , Event Type: ViewPage   , User ID: 857
Timestamp: 6:32   , Event Type: Login   , User ID: 399
Timestamp: 3:17   , Event Type: Login   , User ID: 419
Timestamp: 11:42   , Event Type: Error   , User ID: 256
Timestamp: 16:39   , Event Type: Error   , User ID: 806
Timestamp: 18:51   , Event Type: Error   , User ID: 690
Timestamp: 7:1   , Event Type: Login   , User ID: 171
Timestamp: 13:29   , Event Type: Error   , User ID: 76
Timestamp: 19:41   , Event Type: ViewPage   , User ID: 473
Timestamp: 16:18   , Event Type: Error   , User ID: 888
Timestamp: 3:47   , Event Type: Error   , User ID: 637
Timestamp: 17:14   , Event Type: Purchase   , User ID: 521
Timestamp: 6:59   , Event Type: Error   , User ID: 448
Timestamp: 2:1   , Event Type: Login   , User ID: 926
Timestamp: 20:39   , Event Type: Purchase   , User ID: 142
Timestamp: 21:8   , Event Type: Logout   , User ID: 135
Timestamp: 19:39   , Event Type: Logout   , User ID: 235
Timestamp: 22:26   , Event Type: ViewPage   , User ID: 180
Timestamp: 0:50   , Event Type: Login   , User ID: 726
Timestamp: 21:41   , Event Type: Logout   , User ID: 835
Timestamp: 1:52   , Event Type: Error   , User ID: 647
Timestamp: 9:56   , Event Type: Logout   , User ID: 457
Timestamp: 9:55   , Event Type: Purchase   , User ID: 466
Timestamp: 5:7   , Event Type: Login   , User ID: 845
Timestamp: 11:24   , Event Type: Purchase   , User ID: 707
Timestamp: 22:48   , Event Type: Logout   , User ID: 833
Timestamp: 6:57   , Event Type: Login   , User ID: 209
Timestamp: 10:2   , Event Type: ViewPage   , User ID: 354
Timestamp: 15:50   , Event Type: ViewPage   , User ID: 669
Timestamp: 18:26   , Event Type: Purchase   , User ID: 805
Timestamp: 9:6   , Event Type: Error   , User ID: 426
Timestamp: 0:28   , Event Type: Error   , User ID: 914
Timestamp: 0:4   , Event Type: Login   , User ID: 924
Timestamp: 17:32   , Event Type: Error   , User ID: 107
Timestamp: 0:16   , Event Type: ViewPage   , User ID: 467
Timestamp: 4:47   , Event Type: Login   , User ID: 123
Timestamp: 3:30   , Event Type: ViewPage   , User ID: 462
Timestamp: 17:53   , Event Type: ViewPage   , User ID: 920
Timestamp: 0:27   , Event Type: Error   , User ID: 530
Timestamp: 11:37   , Event Type: ViewPage   , User ID: 978
Timestamp: 20:32   , Event Type: Error   , User ID: 843
Timestamp: 14:46   , Event Type: Logout   , User ID: 652
Timestamp: 20:4   , Event Type: Logout   , User ID: 975
Timestamp: 0:54   , Event Type: Login   , User ID: 920
Timestamp: 0:35   , Event Type: Purchase   , User ID: 392
Timestamp: 19:15   , Event Type: Login   , User ID: 469
Timestamp: 18:42   , Event Type: ViewPage   , User ID: 40
Timestamp: 9:35   , Event Type: Error   , User ID: 634
Timestamp: 4:23   , Event Type: ViewPage   , User ID: 995
Timestamp: 22:42   , Event Type: Error   , User ID: 641
Timestamp: 21:36   , Event Type: ViewPage   , User ID: 386
Timestamp: 18:40   , Event Type: Login   , User ID: 887
Timestamp: 4:57   , Event Type: Login   , User ID: 389
Timestamp: 20:21   , Event Type: Purchase   , User ID: 136
Timestamp: 3:0   , Event Type: Purchase   , User ID: 877
Timestamp: 15:43   , Event Type: Error   , User ID: 989
Timestamp: 4:10   , Event Type: Purchase   , User ID: 826
Timestamp: 8:27   , Event Type: Login   , User ID: 327
Timestamp: 23:45   , Event Type: Purchase   , User ID: 512
Timestamp: 21:49   , Event Type: Logout   , User ID: 451
Timestamp: 2:53   , Event Type: Logout   , User ID: 809
Timestamp: 15:43   , Event Type: Purchase   , User ID: 965
Timestamp: 7:57   , Event Type: Logout   , User ID: 432
Timestamp: 16:43   , Event Type: Purchase   , User ID: 247
Timestamp: 1:0   , Event Type: ViewPage   , User ID: 994
Timestamp: 14:38   , Event Type: Logout   , User ID: 633
Timestamp: 6:18   , Event Type: Login   , User ID: 908
Timestamp: 13:45   , Event Type: Login   , User ID: 87
Timestamp: 6:30   , Event Type: Purchase   , User ID: 353
Timestamp: 8:25   , Event Type: Error   , User ID: 352
Timestamp: 18:52   , Event Type: Logout   , User ID: 331
Timestamp: 9:48   , Event Type: Login   , User ID: 572
Timestamp: 13:38   , Event Type: Error   , User ID: 135
Timestamp: 20:24   , Event Type: ViewPage   , User ID: 939
Timestamp: 22:0   , Event Type: Logout   , User ID: 364
Timestamp: 0:40   , Event Type: Login   , User ID: 978
Timestamp: 4:41   , Event Type: Login   , User ID: 169
Timestamp: 13:26   , Event Type: Login   , User ID: 622
Timestamp: 0:33   , Event Type: ViewPage   , User ID: 739
Timestamp: 21:22   , Event Type: Purchase   , User ID: 576
Timestamp: 14:55   , Event Type: ViewPage   , User ID: 406
Timestamp: 7:43   , Event Type: Login   , User ID: 433
Timestamp: 11:1   , Event Type: Login   , User ID: 873
Timestamp: 7:54   , Event Type: Login   , User ID: 789
Timestamp: 15:21   , Event Type: ViewPage   , User ID: 541
Timestamp: 23:16   , Event Type: Error   , User ID: 826
Timestamp: 13:8   , Event Type: Purchase   , User ID: 940
Timestamp: 9:16   , Event Type: Login   , User ID: 975
Timestamp: 14:31   , Event Type: Logout   , User ID: 835
Timestamp: 2:20   , Event Type: Login   , User ID: 415
Timestamp: 17:0   , Event Type: Purchase   , User ID: 226
Timestamp: 8:39   , Event Type: Logout   , User ID: 525
Timestamp: 21:3   , Event Type: Logout   , User ID: 56
Timestamp: 12:26   , Event Type: Error   , User ID: 495
Timestamp: 21:50   , Event Type: ViewPage   , User ID: 609
Timestamp: 9:28   , Event Type: ViewPage   , User ID: 502
Timestamp: 18:23   , Event Type: Logout   , User ID: 642
Timestamp: 2:3   , Event Type: Logout   , User ID: 873
Timestamp: 20:6   , Event Type: Login   , User ID: 833
Timestamp: 15:15   , Event Type: ViewPage   , User ID: 983
Timestamp: 1:50   , Event Type: Error   , User ID: 951
Timestamp: 0:7   , Event Type: Login   , User ID: 491
Timestamp: 4:3   , Event Type: ViewPage   , User ID: 375
Timestamp: 16:21   , Event Type: Purchase   , User ID: 703
Timestamp: 23:34   , Event Type: Login   , User ID: 182
Timestamp: 11:36   , Event Type: ViewPage   , User ID: 492
Timestamp: 8:26   , Event Type: Error   , User ID: 411
Timestamp: 23:45   , Event Type: Login   , User ID: 974
Timestamp: 15:50   , Event Type: Error   , User ID: 341
Timestamp: 15:49   , Event Type: Logout   , User ID: 506
Timestamp: 6:18   , Event Type: ViewPage   , User ID: 10
Timestamp: 2:14   , Event Type: Login   , User ID: 408
Timestamp: 7:44   , Event Type: Login   , User ID: 508
Timestamp: 8:3   , Event Type: Logout   , User ID: 859
Timestamp: 9:1   , Event Type: Purchase   , User ID: 259
Timestamp: 5:39   , Event Type: Error   , User ID: 325
Timestamp: 19:16   , Event Type: Error   , User ID: 928
Timestamp: 19:2   , Event Type: Purchase   , User ID: 494
Timestamp: 7:11   , Event Type: Login   , User ID: 669
Timestamp: 20:1   , Event Type: ViewPage   , User ID: 948
Timestamp: 16:38   , Event Type: Error   , User ID: 791
Timestamp: 13:56   , Event Type: Login   , User ID: 586
Timestamp: 3:53   , Event Type: Logout   , User ID: 94
Timestamp: 21:51   , Event Type: Logout   , User ID: 722
Timestamp: 17:31   , Event Type: Error   , User ID: 994
Timestamp: 3:15   , Event Type: Error   , User ID: 820
Timestamp: 19:10   , Event Type: Error   , User ID: 709
Timestamp: 2:44   , Event Type: Login   , User ID: 599
Timestamp: 20:48   , Event Type: ViewPage   , User ID: 125
Timestamp: 0:59   , Event Type: ViewPage   , User ID: 981
Timestamp: 19:17   , Event Type: Login   , User ID: 368
Timestamp: 17:38   , Event Type: Error   , User ID: 193
Timestamp: 13:7   , Event Type: Logout   , User ID: 711
Timestamp: 17:36   , Event Type: Error   , User ID: 737
Timestamp: 22:36   , Event Type: Error   , User ID: 437
Timestamp: 15:4   , Event Type: Error   , User ID: 581
Timestamp: 9:4   , Event Type: Purchase   , User ID: 775
Timestamp: 2:59   , Event Type: Login   , User ID: 984
Timestamp: 19:30   , Event Type: Logout   , User ID: 660
Timestamp: 0:32   , Event Type: Purchase   , User ID: 324
Timestamp: 12:9   , Event Type: Purchase   , User ID: 204
Timestamp: 17:57   , Event Type: Error   , User ID: 168
Timestamp: 5:9   , Event Type: Logout   , User ID: 370
Timestamp: 8:33   , Event Type: Logout   , User ID: 755
Timestamp: 2:25   , Event Type: Logout   , User ID: 228
Timestamp: 1:50   , Event Type: ViewPage   , User ID: 767
Timestamp: 0:11   , Event Type: Error   , User ID: 447
Timestamp: 20:6   , Event Type: Error   , User ID: 537
Timestamp: 8:13   , Event Type: Login   , User ID: 325
Timestamp: 0:30   , Event Type: Logout   , User ID: 533
Timestamp: 18:4   , Event Type: Logout   , User ID: 848
Timestamp: 8:19   , Event Type: Purchase   , User ID: 59
Timestamp: 18:52   , Event Type: Login   , User ID: 30
Timestamp: 9:22   , Event Type: Login   , User ID: 487
Timestamp: 14:5   , Event Type: Error   , User ID: 829
Timestamp: 17:34   , Event Type: Error   , User ID: 26
Timestamp: 6:2   , Event Type: Logout   , User ID: 669
Timestamp: 17:47   , Event Type: ViewPage   , User ID: 228
Timestamp: 18:1   , Event Type: Logout   , User ID: 563
Timestamp: 20:2   , Event Type: Login   , User ID: 931
Timestamp: 15:11   , Event Type: Login   , User ID: 554
Timestamp: 21:12   , Event Type: Purchase   , User ID: 234
Timestamp: 18:27   , Event Type: Login   , User ID: 857
Timestamp: 4:0   , Event Type: Error   , User ID: 117
Timestamp: 18:12   , Event Type: Login   , User ID: 362
Timestamp: 17:20   , Event Type: Login   , User ID: 33
Timestamp: 2:13   , Event Type: Purchase   , User ID: 558
Timestamp: 15:14   , Event Type: ViewPage   , User ID: 238
Timestamp: 20:58   , Event Type: ViewPage   , User ID: 547
Timestamp: 18:37   , Event Type: Logout   , User ID: 422
Timestamp: 6:17   , Event Type: Login   , User ID: 768
Timestamp: 17:58   , Event Type: Logout   , User ID: 933
Timestamp: 0:15   , Event Type: Purchase   , User ID: 837
Timestamp: 4:13   , Event Type: Login   , User ID: 992
Timestamp: 12:59   , Event Type: Error   , User ID: 270
Timestamp: 6:27   , Event Type: Login   , User ID: 952
Timestamp: 21:11   , Event Type: Login   , User ID: 22
Timestamp: 3:43   , Event Type: Purchase   , User ID: 606
Timestamp: 16:16   , Event Type: Error   , User ID: 646
Timestamp: 3:47   , Event Type: Error   , User ID: 534
Timestamp: 13:16   , Event Type: Error   , User ID: 45
Timestamp: 21:5   , Event Type: Error   , User ID: 758
Timestamp: 21:51   , Event Type: ViewPage   , User ID: 262
Timestamp: 4:37   , Event Type: Error   , User ID: 397
Timestamp: 13:49   , Event Type: Purchase   , User ID: 639
Timestamp: 21:35   , Event Type: Login   , User ID: 574
Timestamp: 10:27   , Event Type: Purchase   , User ID: 102
Timestamp: 22:59   , Event Type: Login   , User ID: 316
Timestamp: 11:3   , Event Type: Login   , User ID: 124
Timestamp: 0:58   , Event Type: Purchase   , User ID: 518
Timestamp: 2:42   , Event Type: Error   , User ID: 131
Timestamp: 14:23   , Event Type: Purchase   , User ID: 418
Timestamp: 18:37   , Event Type: Error   , User ID: 890
Timestamp: 19:21   , Event Type: Login   , User ID: 691
Timestamp: 1:19   , Event Type: Login   , User ID: 501
Timestamp: 23:53   , Event Type: Login   , User ID: 580
Timestamp: 15:31   , Event Type: Purchase   , User ID: 783
Timestamp: 11:22   , Event Type: Purchase   , User ID: 35
Timestamp: 13:39   , Event Type: Login   , User ID: 865
Timestamp: 15:39   , Event Type: Purchase   , User ID: 585
Timestamp: 23:33   , Event Type: Error   , User ID: 610
Timestamp: 10:33   , Event Type: Error   , User ID: 911
Timestamp: 18:11   , Event Type: Error   , User ID: 791
Timestamp: 10:35   , Event Type: Login   , User ID: 656
Timestamp: 6:8   , Event Type: Login   , User ID: 281
Timestamp: 23:26   , Event Type: Logout   , User ID: 459
Timestamp: 12:23   , Event Type: Login   , User ID: 76
Timestamp: 20:31   , Event Type: Logout   , User ID: 976
Timestamp: 16:17   , Event Type: Purchase   , User ID: 107
Timestamp: 22:22   , Event Type: Error   , User ID: 832
Timestamp: 23:35   , Event Type: Logout   , User ID: 359
Timestamp: 10:27   , Event Type: Login   , User ID: 502
Timestamp: 10:58   , Event Type: ViewPage   , User ID: 167
Timestamp: 10:23   , Event Type: ViewPage   , User ID: 818
Timestamp: 9:29   , Event Type: ViewPage   , User ID: 687
Timestamp: 9:41   , Event Type: Error   , User ID: 874
Timestamp: 9:7   , Event Type: Purchase   , User ID: 507
Timestamp: 2:18   , Event Type: Logout   , User ID: 984
Timestamp: 22:0   , Event Type: Error   , User ID: 722
Timestamp: 4:2   , Event Type: Logout   , User ID: 425
Timestamp: 0:30   , Event Type: Purchase   , User ID: 381
Timestamp: 0:11   , Event Type: ViewPage   , User ID: 762
Timestamp: 2:2   , Event Type: Purchase   , User ID: 30
Timestamp: 1:35   , Event Type: Purchase   , User ID: 211
Timestamp: 22:46   , Event Type: Logout   , User ID: 708
Timestamp: 2:24   , Event Type: Purchase   , User ID: 997
Timestamp: 18:49   , Event Type: Purchase   , User ID: 531
Timestamp: 19:40   , Event Type: ViewPage   , User ID: 533
Timestamp: 5:28   , Event Type: Error   , User ID: 590
Timestamp: 20:11   , Event Type: Logout   , User ID: 352
Timestamp: 1:56   , Event Type: ViewPage   , User ID: 215
Timestamp: 0:58   , Event Type: Error   , User ID: 471
Timestamp: 19:19   , Event Type: Error   , User ID: 378
Timestamp: 11:15   , Event Type: Login   , User ID: 650
Timestamp: 14:55   , Event Type: ViewPage   , User ID: 64
Timestamp: 12:45   , Event Type: Error   , User ID: 302
Timestamp: 11:31   , Event Type: Error   , User ID: 767
Timestamp: 11:19   , Event Type: Error   , User ID: 905
Timestamp: 4:18   , Event Type: Logout   , User ID: 196
Timestamp: 11:18   , Event Type: Login   , User ID: 386
Timestamp: 4:52   , Event Type: Login   , User ID: 987
Timestamp: 1:48   , Event Type: Logout   , User ID: 667
Timestamp: 0:25   , Event Type: Logout   , User ID: 322
Timestamp: 18:41   , Event Type: Login   , User ID: 865
Timestamp: 8:27   , Event Type: Login   , User ID: 476
Timestamp: 16:10   , Event Type: Login   , User ID: 8
Timestamp: 14:6   , Event Type: Purchase   , User ID: 306
Timestamp: 6:51   , Event Type: Logout   , User ID: 449
Timestamp: 21:1   , Event Type: Error   , User ID: 89
Timestamp: 23:0   , Event Type: Logout   , User ID: 829
Timestamp: 10:35   , Event Type: Logout   , User ID: 920
Timestamp: 10:32   , Event Type: Purchase   , User ID: 192
Timestamp: 7:13   , Event Type: Logout   , User ID: 864
Timestamp: 0:50   , Event Type: Error   , User ID: 769
Timestamp: 18:44   , Event Type: Purchase   , User ID: 764
Timestamp: 12:33   , Event Type: Login   , User ID: 158
Timestamp: 2:41   , Event Type: Logout   , User ID: 600
Timestamp: 17:17   , Event Type: ViewPage   , User ID: 690
